file_name,uid,rec_id,startTime,endTime,ann_nz_cnt,intervals_cnt,cnt_match,cnt_diff
1001_6.npy,60a917b354352a3df86dc1f2,638d8f609e4d4309eebbb0f1,601.0,602.5,1,1,True,0
1001_8.npy,60a917b354352a3df86dc1f2,638d8f5d9e4d43301ebbb0df,532.0,535.0,1,1,True,0
1004_0.npy,613b1c013d08d44862cdc8f2,613f59083d08d46e7acdce29,0.0,2.0,6,6,True,0
1004_0.npy,613b1c013d08d44862cdc8f2,613f59083d08d46e7acdce29,12.0,19.0,6,6,True,0
1004_0.npy,613b1c013d08d44862cdc8f2,613f59083d08d46e7acdce29,120.0,124.0,6,6,True,0
1004_0.npy,613b1c013d08d44862cdc8f2,613f59083d08d46e7acdce29,490.0,508.0,6,6,True,0
1004_0.npy,613b1c013d08d44862cdc8f2,613f59083d08d46e7acdce29,550.0,554.0,6,6,True,0
1004_0.npy,613b1c013d08d44862cdc8f2,613f59083d08d46e7acdce29,590.0,598.0,6,6,True,0
1005_0.npy,613b1c6f3d08d4370acdc8f3,613f56f73d08d4485dcdcb87,0.0,0.5,1,1,True,0
1005_4.npy,613b1c6f3d08d4370acdc8f3,613f56f73d08d4bc97cdcb8a,0.0,2.0,1,1,True,0
1006_1.npy,613b1c9c3d08d43181cdc8f4,613f59533d08d413facdcebb,0.0,2.0,1,1,True,0
1007_1.npy,613b1cc33d08d4c0d5cdc8f5,613b221f3d08d453a1cdc914,0.0,1.5,2,2,True,0
1007_1.npy,613b1cc33d08d4c0d5cdc8f5,613b221f3d08d453a1cdc914,155.0,159.5,2,2,True,0
1008_0.npy,613b1d0c3d08d413ffcdc8f6,613f58593d08d4cec1cdccf1,0.0,0.5,1,1,True,0
1008_12.npy,613b1d0c3d08d413ffcdc8f6,613f58593d08d461c8cdcce8,149.5,151.0,5,5,True,0
1008_12.npy,613b1d0c3d08d413ffcdc8f6,613f58593d08d461c8cdcce8,471.0,484.5,5,5,True,0
1008_12.npy,613b1d0c3d08d413ffcdc8f6,613f58593d08d461c8cdcce8,494.0,501.0,5,5,True,0
1008_12.npy,613b1d0c3d08d413ffcdc8f6,613f58593d08d461c8cdcce8,505.0,517.0,5,5,True,0
1008_12.npy,613b1d0c3d08d413ffcdc8f6,613f58593d08d461c8cdcce8,545.0,550.0,5,5,True,0
1009_12.npy,613b1d673d08d4d1f3cdc8f8,613b22d43d08d443f5cdc98e,0.0,1.0,2,2,True,0
1009_12.npy,613b1d673d08d4d1f3cdc8f8,613b22d43d08d443f5cdc98e,267.0,310.0,2,2,True,0
1009_13.npy,613b1d673d08d4d1f3cdc8f8,613b22d43d08d43f31cdc98d,0.0,1.0,1,1,True,0
1010_0.npy,613b1d903d08d4df57cdc8f9,613f58b73d08d439a0cdcda2,0.0,1.0,3,3,True,0
1010_0.npy,613b1d903d08d4df57cdc8f9,613f58b73d08d439a0cdcda2,64.0,68.0,3,3,True,0
1010_0.npy,613b1d903d08d4df57cdc8f9,613f58b73d08d439a0cdcda2,70.5,73.5,3,3,True,0
1011_0.npy,613b1db23d08d4ea68cdc8fa,613f59b33d08d46608cdcf38,173.0,179.0,1,1,True,0
1011_1.npy,613b1db23d08d4ea68cdc8fa,613f59b33d08d40c95cdcf25,0.0,1.0,6,6,True,0
1011_1.npy,613b1db23d08d4ea68cdc8fa,613f59b33d08d40c95cdcf25,380.0,394.0,6,6,True,0
1011_1.npy,613b1db23d08d4ea68cdc8fa,613f59b33d08d40c95cdcf25,406.0,407.0,6,6,True,0
1011_1.npy,613b1db23d08d4ea68cdc8fa,613f59b33d08d40c95cdcf25,448.0,465.0,6,6,True,0
1011_1.npy,613b1db23d08d4ea68cdc8fa,613f59b33d08d40c95cdcf25,529.0,534.0,6,6,True,0
1011_1.npy,613b1db23d08d4ea68cdc8fa,613f59b33d08d40c95cdcf25,626.0,634.0,6,6,True,0
1013_13.npy,6144c4fbbd0cc552e427535f,6144cd8bbd0cc524f92753b3,0.0,1.0,3,3,True,0
1013_13.npy,6144c4fbbd0cc552e427535f,6144cd8bbd0cc524f92753b3,460.5,465.0,3,3,True,0
1013_13.npy,6144c4fbbd0cc552e427535f,6144cd8bbd0cc524f92753b3,618.0,627.0,3,3,True,0
1013_14.npy,6144c4fbbd0cc552e427535f,6144cd8bbd0cc5b5c3275399,629.0,639.0,1,1,True,0
1015_0.npy,6144c588bd0cc52ba0275362,6145b1a6bd0cc52da6275905,0.0,1.0,4,4,True,0
1015_0.npy,6144c588bd0cc52ba0275362,6145b1a6bd0cc52da6275905,335.0,338.0,4,4,True,0
1015_0.npy,6144c588bd0cc52ba0275362,6145b1a6bd0cc52da6275905,424.0,426.0,4,4,True,0
1015_0.npy,6144c588bd0cc52ba0275362,6145b1a6bd0cc52da6275905,481.5,486.0,4,4,True,0
1015_17.npy,6144c588bd0cc52ba0275362,6145b1a6bd0cc582a4275926,0.0,1.0,1,1,True,0
1017_0.npy,6144c5e5bd0cc503ed275364,6145a8e4bd0cc5fb9827553c,0.0,1.0,1,1,True,0
1018_6.npy,6144c658bd0cc5a1c0275367,6145aef2bd0cc5522427584e,0.0,5.5,2,2,True,0
1018_6.npy,6144c658bd0cc5a1c0275367,6145aef2bd0cc5522427584e,121.0,129.0,2,2,True,0
1018_7.npy,6144c658bd0cc5a1c0275367,6145aef2bd0cc5235e27584c,0.0,1.0,1,1,True,0
1019_0.npy,6144c682bd0cc5acb7275368,6145fd97bd0cc5ed18275bc8,0.0,0.5,5,5,True,0
1019_0.npy,6144c682bd0cc5acb7275368,6145fd97bd0cc5ed18275bc8,407.0,408.0,5,5,True,0
1019_0.npy,6144c682bd0cc5acb7275368,6145fd97bd0cc5ed18275bc8,526.0,529.0,5,5,True,0
1019_0.npy,6144c682bd0cc5acb7275368,6145fd97bd0cc5ed18275bc8,595.0,598.0,5,5,True,0
1019_0.npy,6144c682bd0cc5acb7275368,6145fd97bd0cc5ed18275bc8,608.0,610.5,5,5,True,0
1019_1.npy,6144c682bd0cc5acb7275368,6145fd97bd0cc560c4275ba3,0.0,1.0,3,3,True,0
